FIPS Code,State,Area name,2003 Rural-urban Continuum Code,2003 Urban Influence Code,2013 Rural-urban Continuum Code,2013 Urban Influence Code,"Less than a high school diploma, 1970","High school diploma only, 1970","Some college (1-3 years), 1970","Four years of college or higher, 1970","Percent of adults with less than a high school diploma, 1970","Percent of adults with a high school diploma only, 1970","Percent of adults completing some college (1-3 years), 1970","Percent of adults completing four years of college or higher, 1970","Less than a high school diploma, 1980","High school diploma only, 1980","Some college (1-3 years), 1980","Four years of college or higher, 1980","Percent of adults with less than a high school diploma, 1980","Percent of adults with a high school diploma only, 1980","Percent of adults completing some college (1-3 years), 1980","Percent of adults completing four years of college or higher, 1980","Less than a high school diploma, 1990","High school diploma only, 1990","Some college or associate's degree, 1990","Bachelor's degree or higher, 1990","Percent of adults with less than a high school diploma, 1990","Percent of adults with a high school diploma only, 1990","Percent of adults completing some college or associate's degree, 1990","Percent of adults with a bachelor's degree or higher, 1990","Less than a high school diploma, 2000","High school diploma only, 2000","Some college or associate's degree, 2000","Bachelor's degree or higher, 2000","Percent of adults with less than a high school diploma, 2000","Percent of adults with a high school diploma only, 2000","Percent of adults completing some college or associate's degree, 2000","Percent of adults with a bachelor's degree or higher, 2000","Less than a high school diploma, 2014-18","High school diploma only, 2014-18","Some college or associate's degree, 2014-18","Bachelor's degree or higher, 2014-18","Percent of adults with less than a high school diploma, 2014-18","Percent of adults with a high school diploma only, 2014-18","Percent of adults completing some college or associate's degree, 2014-18","Percent of adults with a bachelor's degree or higher, 2014-18",,,
32023,NV,Nye County,6,3,4,3,1299.00,1142.00,521.00,240.00,40.60,35.70,16.30,7.50,1668.00,2371.00,915.00,519.00,30.50,43.30,16.70,9.50,3048.00,4635.00,3419.00,1161.00,24.90,37.80,27.90,9.50,4822.00,9575.00,6494.00,2343.00,20.80,41.20,28.00,10.10,4816.00,12475.00,12639.00,3890.00,14.20,36.90,37.40,11.50,,,
32027,NV,Pershing County,8,7,9,10,680.00,541.00,204.00,160.00,42.90,34.10,12.90,10.10,719.00,884.00,312.00,128.00,35.20,43.30,15.30,6.30,710.00,1154.00,589.00,191.00,26.90,43.60,22.30,7.20,1082.00,1647.00,1376.00,393.00,24.10,36.60,30.60,8.70,945.00,1740.00,1712.00,762.00,18.30,33.70,33.20,14.80,,,
32029,NV,Storey County,2,2,2,2,157.00,151.00,43.00,55.00,38.70,37.20,10.60,13.50,174.00,386.00,245.00,149.00,18.20,40.50,25.70,15.60,278.00,636.00,558.00,315.00,15.60,35.60,31.20,17.60,337.00,754.00,993.00,456.00,13.30,29.70,39.10,18.00,162.00,942.00,1136.00,902.00,5.20,30.00,36.20,28.70,,,
32031,NV,Washoe County,2,2,2,2,21357.00,25559.00,11997.00,9289.00,31.30,37.50,17.60,13.60,23884.00,45453.00,26839.00,23564.00,19.90,38.00,22.40,19.70,29661.00,47277.00,57278.00,35125.00,17.50,27.90,33.80,20.70,35626.00,55841.00,77752.00,52618.00,16.10,25.20,35.00,23.70,36417.00,74194.00,105108.00,94467.00,11.70,23.90,33.90,30.50,,,
32033,NV,White Pine County,7,9,7,11,2394.00,1923.00,561.00,382.00,45.50,36.60,10.70,7.30,1460.00,2066.00,742.00,716.00,29.30,41.50,14.90,14.40,1605.00,1999.00,1686.00,681.00,26.90,33.50,28.20,11.40,1112.00,2153.00,2188.00,731.00,18.00,34.80,35.40,11.80,996.00,2681.00,2336.00,1053.00,14.10,37.90,33.10,14.90,,,
32510,NV,Carson City,3,2,3,2,2271.00,3562.00,1555.00,1309.00,26.10,41.00,17.90,15.10,4311.00,8083.00,4511.00,3178.00,21.50,40.20,22.50,15.80,4848.00,8681.00,9956.00,4578.00,17.30,30.90,35.50,16.30,6304.00,10021.00,12989.00,6639.00,17.50,27.90,36.10,18.50,4939.00,10705.00,14594.00,8654.00,12.70,27.50,37.50,22.30,,,
33000,NH,New Hampshire,,,,,168709.00,136982.00,48837.00,43153.00,42.40,34.40,12.30,10.90,150385.00,201416.00,91468.00,98684.00,27.70,37.20,16.90,18.20,127423.00,226267.00,186263.00,173941.00,17.80,31.70,26.10,24.40,103754.00,247723.00,236406.00,236104.00,12.60,30.10,28.70,28.70,67607.00,263005.00,274078.00,347425.00,7.10,27.60,28.80,36.50,,,
33001,NH,Belknap County,4,3,4,3,8154.00,6180.00,2361.00,1745.00,44.20,33.50,12.80,9.50,7882.00,9701.00,4576.00,4297.00,29.80,36.70,17.30,16.20,6437.00,11253.00,8403.00,6716.00,19.60,34.30,25.60,20.50,5623.00,12809.00,11688.00,9140.00,14.30,32.60,29.80,23.30,3336.00,12773.00,14160.00,14527.00,7.40,28.50,31.60,32.40,,,
33003,NH,Carroll County,8,4,6,4,4074.00,3894.00,1760.00,1347.00,36.80,35.20,15.90,12.20,4139.00,6711.00,3728.00,3806.00,22.50,36.50,20.30,20.70,4052.00,8077.00,6735.00,5754.00,16.50,32.80,27.40,23.40,3722.00,10166.00,9300.00,8346.00,11.80,32.20,29.50,26.50,2286.00,11072.00,11220.00,12435.00,6.20,29.90,30.30,33.60,,,
33005,NH,Cheshire County,4,5,4,5,12161.00,10126.00,2912.00,3065.00,43.00,35.80,10.30,10.80,10319.00,14059.00,5716.00,6622.00,28.10,38.30,15.60,18.00,8494.00,15090.00,10052.00,10557.00,19.20,34.10,22.70,23.90,6627.00,16539.00,12083.00,12783.00,13.80,34.40,25.20,26.60,3713.00,16625.00,15407.00,17288.00,7.00,31.30,29.10,32.60,,,
33007,NH,Coos County,7,8,7,8,10610.00,6431.00,1375.00,976.00,54.70,33.20,7.10,5.00,8902.00,8358.00,2544.00,1776.00,41.30,38.70,11.80,8.20,7028.00,9699.00,4112.00,2567.00,30.00,41.40,17.60,11.00,5434.00,9770.00,5487.00,2799.00,23.10,41.60,23.40,11.90,2779.00,9801.00,7447.00,4415.00,11.40,40.10,30.50,18.10,,,
33009,NH,Grafton County,5,8,5,8,11303.00,9651.00,3703.00,4200.00,39.20,33.40,12.80,14.60,10160.00,13374.00,5959.00,8249.00,26.90,35.40,15.80,21.90,8570.00,15177.00,10090.00,12123.00,18.60,33.00,22.00,26.40,6507.00,16355.00,12686.00,17247.00,12.30,31.00,24.00,32.70,4538.00,16968.00,15927.00,25442.00,7.20,27.00,25.30,40.50,,,
33011,NH,Hillsborough County,2,2,2,2,53794.00,38909.00,14865.00,12437.00,44.80,32.40,12.40,10.40,46685.00,57600.00,27386.00,29875.00,28.90,35.70,17.00,18.50,38449.00,61722.00,58786.00,56957.00,17.80,28.60,27.20,26.40,32853.00,69169.00,74083.00,75803.00,13.00,27.50,29.40,30.10,23576.00,75884.00,81270.00,107563.00,8.20,26.30,28.20,37.30,,,
33013,NH,Merrimack County,4,5,4,3,18162.00,16279.00,5733.00,5246.00,40.00,35.80,12.60,11.50,15410.00,21578.00,10484.00,11724.00,26.00,36.50,17.70,19.80,13226.00,25210.00,20245.00,19952.00,16.80,32.10,25.70,25.40,10809.00,27044.00,26852.00,26573.00,11.80,29.60,29.40,29.10,6698.00,29457.00,32092.00,37668.00,6.30,27.80,30.30,35.60,,,
33015,NH,Rockingham County,1,1,1,1,25312.00,28234.00,10576.00,9056.00,34.60,38.60,14.50,12.40,25435.00,44088.00,21149.00,21470.00,22.70,39.30,18.90,19.10,22053.00,49824.00,46552.00,41457.00,13.80,31.20,29.10,25.90,17805.00,53593.00,56513.00,59261.00,9.50,28.60,30.20,31.70,11565.00,55297.00,63927.00,89911.00,5.20,25.10,29.00,40.70,,,
33017,NH,Strafford County,1,1,1,1,16660.00,11499.00,3636.00,3768.00,46.80,32.30,10.20,10.60,13876.00,17221.00,7023.00,8120.00,30.00,37.20,15.20,17.60,12730.00,20649.00,15929.00,13655.00,20.20,32.80,25.30,21.70,9592.00,21412.00,20723.00,18592.00,13.60,30.40,29.50,26.40,6270.00,23287.00,24040.00,29644.00,7.50,28.00,28.90,35.60,,,
33019,NH,Sullivan County,7,9,7,8,8479.00,5779.00,1916.00,1313.00,48.50,33.00,11.00,7.50,7577.00,8726.00,2903.00,2745.00,34.50,39.80,13.20,12.50,6384.00,9566.00,5359.00,4203.00,25.00,37.50,21.00,16.50,4782.00,10866.00,6991.00,5560.00,17.00,38.50,24.80,19.70,2846.00,11841.00,8588.00,8532.00,8.90,37.20,27.00,26.80,,,
34000,NJ,New Jersey,,,,,1925498.00,1292000.00,358982.00,480126.00,47.50,31.80,8.80,11.80,1468349.00,1615424.00,594434.00,826040.00,32.60,35.90,13.20,18.30,1205206.00,1606555.00,1070455.00,1284017.00,23.30,31.10,20.70,24.90,1014477.00,1661493.00,1296968.00,1684861.00,17.90,29.40,22.90,29.80,641113.00,1683568.00,1420805.00,2384056.00,10.50,27.50,23.20,38.90,,,
34001,NJ,Atlantic County,2,2,2,2,59066.00,32980.00,7574.00,6541.00,55.60,31.10,7.10,6.20,46508.00,43588.00,15282.00,15033.00,38.60,36.20,12.70,12.50,40617.00,51064.00,33508.00,24600.00,27.10,34.10,22.40,16.40,36809.00,58369.00,41859.00,31509.00,21.80,34.60,24.80,18.70,24304.00,59511.00,50832.00,50736.00,13.10,32.10,27.40,27.40,,,
34003,NJ,Bergen County,1,1,1,1,211120.00,177401.00,58381.00,82727.00,39.90,33.50,11.00,15.60,145167.00,194892.00,80391.00,131648.00,26.30,35.30,14.60,23.80,107514.00,170043.00,121290.00,185138.00,18.40,29.10,20.80,31.70,83620.00,163525.00,137943.00,238381.00,13.40,26.20,22.10,38.20,50921.00,153824.00,133974.00,316107.00,7.80,23.50,20.50,48.30,,,
34005,NJ,Burlington County,1,1,1,1,63249.00,58134.00,15568.00,19710.00,40.40,37.10,9.90,12.60,52871.00,82699.00,32540.00,37940.00,25.70,40.10,15.80,18.40,46128.00,84729.00,63966.00,60237.00,18.10,33.20,25.10,23.60,36659.00,88884.00,78942.00,81068.00,12.80,31.10,27.60,28.40,20101.00,88538.00,87027.00,117276.00,6.40,28.30,27.80,37.50,,,
34007,NJ,Camden County,1,1,1,1,127937.00,79290.00,19719.00,24576.00,50.90,31.50,7.80,9.80,95875.00,102206.00,34800.00,45102.00,34.50,36.80,12.50,16.20,78908.00,108650.00,66455.00,67608.00,24.50,33.80,20.70,21.00,65457.00,106572.00,80034.00,79702.00,19.70,32.10,24.10,24.00,40216.00,104485.00,92295.00,110463.00,11.60,30.10,26.60,31.80,,,
34009,NJ,Cape May County,3,2,3,2,20540.00,11398.00,2801.00,2732.00,54.80,30.40,7.50,7.30,20241.00,20152.00,6530.00,7003.00,37.50,37.40,12.10,13.00,17117.00,23787.00,13648.00,11364.00,26.00,36.10,20.70,17.20,13210.00,26475.00,17145.00,16048.00,18.10,36.30,23.50,22.00,6156.00,22758.00,18982.00,21980.00,8.80,32.60,27.20,31.50,,,
34011,NJ,Cumberland County,3,2,3,2,40114.00,18798.00,4107.00,3798.00,60.00,28.10,6.10,5.70,36231.00,26690.00,7901.00,6749.00,46.70,34.40,10.20,8.70,32431.00,31040.00,15537.00,9601.00,36.60,35.00,17.50,10.80,30513.00,35189.00,19812.00,11385.00,31.50,36.30,20.40,11.70,22944.00,40015.00,25708.00,15244.00,22.10,38.50,24.70,14.70,,,
34013,NJ,Essex County,1,1,1,1,270323.00,153515.00,44803.00,64915.00,50.70,28.80,8.40,12.20,189992.00,165430.00,63694.00,91773.00,37.20,32.40,12.50,18.00,151567.00,140507.00,92595.00,121557.00,29.90,27.80,18.30,24.00,125404.00,139578.00,107421.00,141167.00,24.40,27.20,20.90,27.50,75835.00,149777.00,121387.00,185092.00,14.30,28.10,22.80,34.80,,,
34015,NJ,Gloucester County,1,1,1,1,46703.00,30494.00,6515.00,7293.00,51.30,33.50,7.20,8.00,38464.00,46106.00,14222.00,14849.00,33.80,40.60,12.50,13.10,32655.00,54499.00,31593.00,26272.00,22.50,37.60,21.80,18.10,25806.00,60828.00,41989.00,36178.00,15.70,36.90,25.50,22.00,14261.00,65856.00,55882.00,63633.00,7.10,33.00,28.00,31.90,,,
34017,NJ,Hudson County,1,1,1,1,231977.00,93181.00,18822.00,20470.00,63.70,25.60,5.20,5.60,166251.00,107972.00,30568.00,38324.00,48.50,31.50,8.90,11.20,133748.00,105339.00,59623.00,73396.00,35.90,28.30,16.00,19.70,120483.00,109542.00,75418.00,103356.00,29.50,26.80,18.40,25.30,75223.00,122015.00,83820.00,194212.00,15.80,25.70,17.60,40.90,,,
34019,NJ,Hunterdon County,1,1,1,1,17043.00,13662.00,3817.00,4740.00,43.40,34.80,9.70,12.10,12652.00,19602.00,7893.00,12782.00,23.90,37.00,14.90,24.10,10239.00,21042.00,16256.00,25162.00,14.10,28.90,22.40,34.60,7105.00,21338.00,20207.00,34898.00,8.50,25.50,24.20,41.80,4335.00,18755.00,19362.00,45980.00,4.90,21.20,21.90,52.00,,,
34021,NJ,Mercer County,2,2,2,2,81073.00,50932.00,15605.00,24218.00,47.20,29.60,9.10,14.10,60185.00,61425.00,24434.00,40636.00,32.20,32.90,13.10,21.80,49085.00,58420.00,43569.00,63240.00,22.90,27.30,20.30,29.50,42005.00,59141.00,51487.00,78506.00,18.20,25.60,22.30,34.00,29717.00,60605.00,53403.00,103968.00,12.00,24.50,21.60,42.00,,,
34023,NJ,Middlesex County,1,1,1,1,140034.00,110826.00,25712.00,34782.00,45.00,35.60,8.30,11.20,106372.00,138350.00,45828.00,64428.00,30.00,39.00,12.90,18.10,92277.00,143402.00,93427.00,118573.00,20.60,32.00,20.90,26.50,78464.00,145657.00,111898.00,165533.00,15.60,29.00,22.30,33.00,57848.00,146032.00,121282.00,242021.00,10.20,25.70,21.40,42.70,,,
34025,NJ,Monmouth County,1,1,1,1,99109.00,85813.00,28128.00,35471.00,39.90,34.50,11.30,14.30,79313.00,111433.00,48625.00,65862.00,26.00,36.50,15.90,21.60,63296.00,110472.00,90209.00,104882.00,17.20,29.90,24.50,28.40,49894.00,113343.00,106979.00,142842.00,12.10,27.40,25.90,34.60,29723.00,104602.00,105350.00,195373.00,6.80,24.00,24.20,44.90,,,
34027,NJ,Morris County,1,1,1,1,69049.00,72674.00,25826.00,41536.00,33.00,34.80,12.40,19.90,48894.00,86139.00,41271.00,70629.00,19.80,34.90,16.70,28.60,36987.00,77431.00,65624.00,104392.00,13.00,27.20,23.10,36.70,30494.00,77730.00,72887.00,142770.00,9.40,24.00,22.50,44.10,19588.00,69634.00,70935.00,184984.00,5.70,20.20,20.60,53.60,,,
34029,NJ,Ocean County,1,1,1,1,62302.00,41261.00,10238.00,8946.00,50.80,33.60,8.30,7.30,78010.00,88703.00,29616.00,27870.00,34.80,39.60,13.20,12.40,75652.00,113178.00,66205.00,46150.00,25.10,37.60,22.00,15.30,60899.00,135009.00,92611.00,69835.00,17.00,37.70,25.80,19.50,33410.00,138021.00,117036.00,118698.00,8.20,33.90,28.70,29.20,,,
34031,NJ,Passaic County,1,1,1,1,148632.00,75412.00,19500.00,22329.00,55.90,28.40,7.30,8.40,112710.00,90820.00,29552.00,37173.00,41.70,33.60,10.90,13.80,92018.00,94756.00,52729.00,55117.00,31.20,32.20,17.90,18.70,84410.00,98830.00,66084.00,67077.00,26.70,31.20,20.90,21.20,55296.00,113580.00,70711.00,93486.00,16.60,34.10,21.20,28.10,,,
34033,NJ,Salem County,1,1,1,1,18392.00,10904.00,2148.00,1892.00,55.20,32.70,6.40,5.70,14445.00,15836.00,4748.00,3447.00,37.50,41.20,12.30,9.00,11748.00,16676.00,9347.00,5044.00,27.40,38.90,21.80,11.80,8794.00,16784.00,10699.00,6512.00,20.60,39.20,25.00,15.20,5464.00,16680.00,12839.00,9271.00,12.30,37.70,29.00,20.90,,,
34035,NJ,Somerset County,1,1,1,1,40276.00,36914.00,11695.00,20900.00,36.70,33.60,10.70,19.00,28974.00,44398.00,19273.00,33569.00,23.00,35.20,15.30,26.60,22904.00,44226.00,36216.00,64270.00,13.70,26.40,21.60,38.30,21312.00,43972.00,44015.00,95044.00,10.40,21.50,21.50,46.50,12158.00,45738.00,46127.00,124687.00,5.30,20.00,20.20,54.50,,,
34037,NJ,Sussex County,1,1,1,1,18179.00,15494.00,4706.00,4172.00,42.70,36.40,11.10,9.80,16688.00,28026.00,10527.00,12874.00,24.50,41.10,15.50,18.90,12496.00,28933.00,21319.00,20841.00,14.90,34.60,25.50,24.90,9725.00,31740.00,27748.00,25881.00,10.20,33.40,29.20,27.20,5291.00,31645.00,28717.00,35257.00,5.20,31.40,28.50,34.90,,,
34039,NJ,Union County,1,1,1,1,138789.00,108449.00,30466.00,45345.00,43.00,33.60,9.40,14.00,101377.00,119168.00,40793.00,61881.00,31.40,36.90,12.60,19.10,84173.00,105820.00,64610.00,84663.00,24.80,31.20,19.00,25.00,72899.00,104431.00,74349.00,100224.00,20.70,29.70,21.10,28.50,51661.00,107744.00,84165.00,131578.00,13.80,28.70,22.40,35.10,,,
34041,NJ,Warren County,2,2,2,2,21591.00,14468.00,2851.00,3033.00,51.50,34.50,6.80,7.20,17129.00,21789.00,5946.00,6468.00,33.40,42.40,11.60,12.60,13646.00,22541.00,12729.00,11910.00,22.40,37.10,20.90,19.60,10515.00,24556.00,17441.00,16945.00,15.10,35.40,25.10,24.40,6661.00,23753.00,20971.00,24010.00,8.80,31.50,27.80,31.80,,,
35000,NM,New Mexico,,,,,219208.00,146711.00,61354.00,62350.00,44.80,30.00,12.50,12.70,220240.00,241403.00,121159.00,124345.00,31.10,34.10,17.10,17.60,229974.00,264943.00,239337.00,188336.00,24.90,28.70,25.90,20.40,239981.00,301746.00,326925.00,266149.00,21.10,26.60,28.80,23.50,205558.00,368487.00,442039.00,378196.00,14.70,26.40,31.70,27.10,,,
35001,NM,Bernalillo County,2,2,2,2,52357.00,51875.00,24453.00,26175.00,33.80,33.50,15.80,16.90,55554.00,79948.00,47219.00,53960.00,23.50,33.80,20.00,22.80,54957.00,84939.00,84917.00,81819.00,17.90,27.70,27.70,26.70,55858.00,88853.00,104533.00,109436.00,15.60,24.80,29.10,30.50,51916.00,107599.00,146410.00,157155.00,11.20,23.20,31.60,33.90,,,
35003,NM,Catron County,9,12,9,10,726.00,336.00,110.00,105.00,56.90,26.30,8.60,8.20,616.00,521.00,250.00,216.00,38.40,32.50,15.60,13.50,459.00,536.00,401.00,321.00,26.70,31.20,23.40,18.70,575.00,770.00,824.00,488.00,21.60,29.00,31.00,18.40,180.00,1269.00,852.00,656.00,6.10,42.90,28.80,22.20,,,
35005,NM,Chaves County,5,8,5,8,10355.00,6132.00,2897.00,2641.00,47.00,27.80,13.20,12.00,10788.00,9655.00,5167.00,3980.00,36.50,32.60,17.50,13.50,11368.00,9479.00,8924.00,4952.00,32.70,27.30,25.70,14.30,10378.00,9998.00,11303.00,6132.00,27.40,26.40,29.90,16.20,9090.00,11515.00,13432.00,7350.00,22.00,27.80,32.50,17.80,,,
35006,NM,Cibola County,6,5,6,5,,,,,,,,,,,,,,,,,4525.00,5158.00,2703.00,1197.00,33.30,38.00,19.90,8.80,3812.00,5585.00,4041.00,1835.00,25.00,36.60,26.50,12.00,3154.00,5763.00,6786.00,2433.00,17.40,31.80,37.40,13.40,,,
35007,NM,Colfax County,7,11,7,11,3499.00,2137.00,496.00,443.00,53.20,32.50,7.50,6.70,2788.00,2807.00,1176.00,1016.00,35.80,36.00,15.10,13.00,2407.00,2820.00,1877.00,1225.00,28.90,33.90,22.50,14.70,1828.00,3258.00,2669.00,1763.00,19.20,34.20,28.00,18.50,984.00,2986.00,3276.00,1870.00,10.80,32.80,35.90,20.50,,,
35009,NM,Curry County,5,8,5,8,7735.00,6691.00,2302.00,1642.00,42.10,36.40,12.50,8.90,6508.00,8904.00,3990.00,2523.00,29.70,40.60,18.20,11.50,5951.00,7513.00,7762.00,3371.00,24.20,30.50,31.60,13.70,5700.00,7371.00,9300.00,4032.00,21.60,27.90,35.20,15.30,5220.00,8412.00,10943.00,6049.00,17.00,27.50,35.70,19.80,,,
35011,NM,De Baca County,9,10,9,12,979.00,374.00,90.00,105.00,63.20,24.20,5.80,6.80,717.00,582.00,179.00,152.00,44.00,35.70,11.00,9.30,577.00,522.00,282.00,178.00,37.00,33.50,18.10,11.40,438.00,475.00,414.00,257.00,27.70,30.00,26.10,16.20,182.00,526.00,487.00,130.00,13.70,39.70,36.80,9.80,,,
35013,NM,Dona Ana County,3,2,3,2,13849.00,7546.00,4099.00,4770.00,45.80,24.90,13.50,15.80,16645.00,14291.00,7546.00,9195.00,34.90,30.00,15.80,19.30,22276.00,18144.00,18471.00,16476.00,29.60,24.10,24.50,21.90,29922.00,22404.00,25298.00,22269.00,30.00,22.40,25.30,22.30,26731.00,29324.00,37946.00,35624.00,20.60,22.60,29.30,27.50,,,
35015,NM,Eddy County,5,8,5,8,11076.00,6263.00,2437.00,1723.00,51.50,29.10,11.30,8.00,10107.00,10361.00,3690.00,2977.00,37.20,38.20,13.60,11.00,9886.00,9994.00,7050.00,3286.00,32.70,33.10,23.30,10.90,8153.00,11188.00,8838.00,4393.00,25.00,34.30,27.10,13.50,5740.00,13656.00,11718.00,5904.00,15.50,36.90,31.70,15.90,,,
35017,NM,Grant County,7,8,7,8,5586.00,2787.00,1328.00,1144.00,51.50,25.70,12.20,10.50,5288.00,5088.00,2200.00,1813.00,36.80,35.40,15.30,12.60,4956.00,4728.00,4367.00,2760.00,29.50,28.10,26.00,16.40,4189.00,5922.00,6059.00,4180.00,20.60,29.10,29.80,20.50,2578.00,5107.00,6860.00,5461.00,12.90,25.50,34.30,27.30,,,
35019,NM,Guadalupe County,7,9,7,9,1521.00,576.00,127.00,111.00,65.10,24.70,5.40,4.80,1231.00,787.00,218.00,176.00,51.00,32.60,9.00,7.30,1083.00,1060.00,265.00,156.00,42.20,41.30,10.30,6.10,981.00,1163.00,636.00,319.00,31.70,37.50,20.50,10.30,677.00,1412.00,881.00,391.00,20.10,42.00,26.20,11.60,,,
35021,NM,Harding County,9,10,9,12,434.00,203.00,71.00,27.00,59.00,27.60,9.70,3.70,286.00,284.00,76.00,59.00,40.60,40.30,10.80,8.40,220.00,207.00,117.00,101.00,34.10,32.10,18.10,15.70,169.00,194.00,136.00,110.00,27.80,31.90,22.30,18.10,46.00,126.00,118.00,93.00,12.00,32.90,30.80,24.30,,,
35023,NM,Hidalgo County,7,9,9,9,1442.00,610.00,149.00,161.00,61.00,25.80,6.30,6.80,1248.00,1203.00,379.00,285.00,40.10,38.60,12.20,9.10,984.00,1323.00,749.00,406.00,28.40,38.20,21.60,11.70,1122.00,1328.00,790.00,356.00,31.20,36.90,22.00,9.90,640.00,1035.00,961.00,435.00,20.80,33.70,31.30,14.20,,,
35025,NM,Lea County,5,8,5,8,12721.00,7765.00,3004.00,1981.00,49.90,30.50,11.80,7.80,11899.00,10134.00,4731.00,2959.00,40.00,34.10,15.90,10.00,11737.00,8875.00,8047.00,3724.00,36.20,27.40,24.80,11.50,10958.00,9295.00,9163.00,3875.00,32.90,27.90,27.50,11.60,11365.00,13575.00,11537.00,5470.00,27.10,32.40,27.50,13.00,,,
35027,NM,Lincoln County,7,9,7,9,2118.00,1375.00,579.00,295.00,48.50,31.50,13.30,6.80,2070.00,2289.00,1416.00,1072.00,30.20,33.40,20.70,15.70,1904.00,2694.00,2387.00,1336.00,22.90,32.40,28.70,16.10,2140.00,3905.00,4648.00,3156.00,15.50,28.20,33.60,22.80,1240.00,4258.00,4848.00,4290.00,8.50,29.10,33.10,29.30,,,
35028,NM,Los Alamos County,6,5,6,5,942.00,2460.00,1488.00,3072.00,11.80,30.90,18.70,38.60,630.00,2636.00,2371.00,5168.00,5.80,24.40,21.90,47.80,667.00,1957.00,3219.00,6700.00,5.30,15.60,25.70,53.40,470.00,1549.00,3048.00,7755.00,3.70,12.10,23.80,60.50,283.00,1289.00,2803.00,8676.00,2.20,9.90,21.50,66.50,,,
35029,NM,Luna County,6,5,6,5,3633.00,1507.00,489.00,440.00,59.90,24.80,8.10,7.20,4011.00,3313.00,995.00,999.00,43.00,35.60,10.70,10.70,4779.00,3594.00,1940.00,1290.00,41.20,31.00,16.70,11.10,6335.00,4719.00,3083.00,1640.00,40.20,29.90,19.50,10.40,4885.00,4983.00,3770.00,1895.00,31.40,32.10,24.30,12.20,,,
35031,NM,McKinley County,4,5,5,8,10708.00,4185.00,1417.00,1455.00,60.30,23.60,8.00,8.20,12177.00,7175.00,2922.00,2661.00,48.80,28.80,11.70,10.70,12829.00,9167.00,5464.00,3428.00,41.50,29.70,17.70,11.10,13578.00,10858.00,9890.00,4662.00,34.80,27.80,25.40,12.00,10825.00,14797.00,13210.00,5088.00,24.60,33.70,30.10,11.60,,,
35033,NM,Mora County,8,7,9,10,1643.00,373.00,101.00,89.00,74.50,16.90,4.60,4.00,1313.00,659.00,144.00,233.00,55.90,28.10,6.10,9.90,1071.00,866.00,341.00,377.00,40.30,32.60,12.80,14.20,1011.00,1061.00,756.00,520.00,30.20,31.70,22.60,15.50,274.00,1146.00,1493.00,366.00,8.40,34.90,45.50,11.20,,,
35035,NM,Otero County,4,5,4,5,6407.00,7080.00,2369.00,2437.00,35.00,38.70,13.00,13.30,5236.00,9655.00,4623.00,3367.00,22.90,42.20,20.20,14.70,5575.00,9971.00,10163.00,4530.00,18.40,33.00,33.60,15.00,7222.00,11096.00,13863.00,5880.00,19.00,29.20,36.40,15.40,7095.00,11741.00,16087.00,8179.00,16.50,27.20,37.30,19.00,,,
35037,NM,Quay County,7,9,7,11,3308.00,1685.00,550.00,501.00,54.70,27.90,9.10,8.30,2563.00,2254.00,760.00,785.00,40.30,35.40,11.90,12.30,2109.00,2896.00,1387.00,705.00,29.70,40.80,19.50,9.90,1825.00,2562.00,1629.00,954.00,26.20,36.80,23.40,13.70,1018.00,2365.00,1611.00,940.00,17.20,39.90,27.10,15.80,,,
35039,NM,Rio Arriba County,6,5,4,5,7281.00,2710.00,598.00,638.00,64.90,24.10,5.30,5.70,6511.00,5335.00,1569.00,1513.00,43.60,35.70,10.50,10.10,6821.00,6550.00,4586.00,2057.00,34.10,32.70,22.90,10.30,7001.00,8110.00,6818.00,4001.00,27.00,31.30,26.30,15.40,3669.00,8328.00,9727.00,4923.00,13.80,31.30,36.50,18.50,,,
35041,NM,Roosevelt County,7,8,7,8,3740.00,1937.00,1083.00,915.00,48.70,25.20,14.10,11.90,2942.00,2521.00,1501.00,1348.00,35.40,30.30,18.10,16.20,3222.00,2032.00,2539.00,1724.00,33.90,21.40,26.70,18.10,2536.00,2433.00,2961.00,2315.00,24.80,23.70,28.90,22.60,2085.00,3236.00,2841.00,2735.00,19.10,29.70,26.10,25.10,,,
35043,NM,Sandoval County,2,2,2,2,4755.00,1849.00,500.00,748.00,60.60,23.50,6.40,9.50,6311.00,6792.00,3194.00,2849.00,33.00,35.50,16.70,14.90,7962.00,11976.00,11194.00,7332.00,20.70,31.10,29.10,19.10,7901.00,16157.00,18392.00,14029.00,14.00,28.60,32.60,24.80,9921.00,23979.00,33288.00,28771.00,10.30,25.00,34.70,30.00,,,
35045,NM,San Juan County,3,2,3,2,11509.00,7026.00,2846.00,2052.00,49.10,30.00,12.10,8.80,13742.00,14686.00,6491.00,4493.00,34.90,37.30,16.50,11.40,15628.00,15583.00,13243.00,6238.00,30.80,30.70,26.10,12.30,15146.00,19874.00,21415.00,8827.00,23.20,30.50,32.80,13.50,12887.00,25023.00,31215.00,12385.00,15.80,30.70,38.30,15.20,,,
35047,NM,San Miguel County,6,5,6,5,6460.00,1781.00,932.00,1050.00,63.20,17.40,9.10,10.30,5390.00,3320.00,1634.00,1869.00,44.10,27.20,13.40,15.30,4876.00,4479.00,3582.00,2497.00,31.60,29.00,23.20,16.20,4726.00,4740.00,5142.00,3923.00,25.50,25.60,27.70,21.20,3658.00,5121.00,6274.00,4418.00,18.80,26.30,32.20,22.70,,,
